movie_title,username,numeric_rating,likes,language,comment,cleaned_comment,sentiment_raw,sentiment
Fifty Shades of Grey,manubfffc,2.0,0,pt,poético,['poético'],0.0,0
Fifty Shades of Grey,daily_layyy,4.0,0,pt,não ironicamente é bom,"['não', 'ironicamente', 'bom']",-1.0,-1
Fifty Shades of Grey,carolmorgss,2.5,0,pt,"cara, esperava muito mais","['cara', 'esperava']",0.0,0
Fifty Shades of Grey,brunxraujo,1.5,0,pt,"Ele é um chato! Ela é uma chata com energia de menina risonha que ri e que sonha! Os dois fazem de tudo menos conversar, ele igual o personagem de riverdale falando que não é normal e é isso aí!!!!","['chato', 'chata', 'energia', 'menina', 'risonha', 'ri', 'sonha', 'dois', 'fazem', 'tudo', 'menos', 'conversar', 'igual', 'personagem', 'riverdale', 'falando', 'não', 'normal', 'aí']",3.0,1
Fifty Shades of Grey,isasalele,0.0,0,pt,"eu não faço amor, eu fodo com força 😈😝😏😋🤤😎","['não', 'faço', 'amor', 'fodo', 'força', '😈😝😏😋🤤😎']",-2.0,-1
Fifty Shades of Grey,frracalegare,1.0,0,pt,Aoooo vergonheira…,"['aoooo', 'vergonheira']",-1.05,-1
Fifty Shades of Grey,carlira,4.5,0,pt,"Revendo pra terminar a trilogia (só vi os dois primeiros há muuuuuuuito tempo, assim que estrearam). Não lembrava o quão boba era a Anastasia, mas amo ver a construção, o crescimento dela durante os atos. Ai ai, o Christian Grey...","['revendo', 'pra', 'terminar', 'trilogia', 'vi', 'dois', 'primeiros', 'muuuuuuuito', 'tempo', 'assim', 'estrearam', 'não', 'lembrava', 'quão', 'boba', 'anastasia', 'amo', 'ver', 'construção', 'crescimento', 'durante', 'atos', 'ai', 'ai', 'christian', 'grey']",-2.2,-1
Fifty Shades of Grey,gabrirlejusto,0.5,0,pt,Duas observações 1 to achando essa história parecida com a da Ju (crepúsculo) 2 Anastasia mordeu os lábios 19 vezes,"['duas', 'observações', '1', 'to', 'achando', 'história', 'parecida', 'ju', 'crepúsculo', '2', 'anastasia', 'mordeu', 'lábios', '19', 'vezes']",0.0,0
Fifty Shades of Grey,maybedino,3.5,0,pt,"fui assistir no meme esse filme em call e meu deus do céu que perturbador ver q um monte de gente acha normal uma pedófila transformar o gray noq ele acaba virando ☠️ fora isso, não gosto mto desse tipo de filme mas rendeu várias risadas e piadas na call, vale a pena pra conhecer as coisas bizarras do mundo.","['assistir', 'meme', 'filme', 'call', 'deus', 'céu', 'perturbador', 'ver', 'q', 'monte', 'gente', 'acha', 'normal', 'pedófila', 'transformar', 'gray', 'noq', 'acaba', 'virando', '☠️', 'não', 'gosto', 'mto', 'desse', 'tipo', 'filme', 'rendeu', 'várias', 'risadas', 'piadas', 'call', 'vale', 'pena', 'pra', 'conhecer', 'coisas', 'bizarras', 'mundo']",0.0,0
Fifty Shades of Grey,liviaa4,0.0,0,pt,Mt engraçado,"['mt', 'engraçado']",1.0,1
Fifty Shades of Grey,julidellav,5.0,0,pt,a dakota é mt sem sal mas eu amo ela afffff,"['dakota', 'mt', 'sem', 'sal', 'amo', 'afffff']",0.0,0
Fifty Shades of Grey,nekoffee,2.0,0,pt,Conseguiu ser mais divertido que o outro filme KKKKKKMMKKK,"['conseguiu', 'divertido', 'outro', 'filme', 'kkkkkkmmkkk']",2.1,1
Fifty Shades of Grey,climanitter,2.0,0,pt,"bota na boca bota na cara bota onde quiser MESMO, uma putaria, essa ana com um tesao de 10 anittas, so que é sonsa e gostosa, e um estranho gostoso, não sei oq achei do filme, sem opiniões formada ainda","['bota', 'boca', 'bota', 'cara', 'bota', 'onde', 'quiser', 'putaria', 'ana', 'tesao', '10', 'anittas', 'so', 'sonsa', 'gostosa', 'estranho', 'gostoso', 'não', 'sei', 'oq', 'achei', 'filme', 'sem', 'opiniões', 'formada', 'ainda']",-1.05,-1
Fifty Shades of Grey,apenasmartim,1.5,0,pt,conseguiram fazer um filme sobre sexo ter tesão nenhum,"['conseguiram', 'fazer', 'filme', 'sobre', 'sexo', 'ter', 'tesão', 'nenhum']",0.0,0
Fifty Shades of Grey,isaalmeidaqrz,0.5,2,pt,"nada neste mundo me preparou pro que eu realmente vi — é, com folga, um dos piores filmes que eu já tive o desprazer de assistir, desconfortável do começo ao fim, nojento nas entrelinhas e visualmente feito pra agradar exclusivamente o olhar masculino. é um filme que tenta maquiar controle, abuso psicológico e perversidade com uma camada falsa de ""romance sombrio"". o pior: dirigido por uma mulher. mas isso se explica sabendo que a direção foi da sam taylor-johnson —…","['nada', 'neste', 'mundo', 'preparou', 'pro', 'realmente', 'vi', '—', 'folga', 'piores', 'filmes', 'desprazer', 'assistir', 'desconfortável', 'começo', 'fim', 'nojento', 'entrelinhas', 'visualmente', 'feito', 'pra', 'agradar', 'exclusivamente', 'olhar', 'masculino', 'filme', 'tenta', 'maquiar', 'controle', 'abuso', 'psicológico', 'perversidade', 'camada', 'falsa', 'romance', 'sombrio', 'pior', 'dirigido', 'mulher', 'explica', 'sabendo', 'direção', 'sam', 'taylor-johnson', '—…']",-8.400000000000002,-1
Fifty Shades of Grey,cbkwski,0.5,0,pt,cadê o cinza dessa porra,"['cadê', 'cinza', 'dessa', 'porra']",-1.0,-1
Fifty Shades of Grey,maritoria,4.0,0,pt,TOCOU HAUNTED DA BEYONCÉMDS tenho vergonha de falar sobre esse filme,"['tocou', 'haunted', 'beyoncémds', 'vergonha', 'falar', 'sobre', 'filme']",-1.0,-1
Fifty Shades of Grey,sofiiasouto,0.5,0,pt,A culpa é de mell.,"['culpa', 'mell']",-1.0,-1
Fifty Shades of Grey,lucassgs,1.0,0,pt,MDS EU TO RINDO MUITO,"['mds', 'to', 'rindo']",1.0,1
Fifty Shades of Grey,whobrubis,3.0,1,pt,"meu deus que obra cinematográfica impecável. não sei se já ri tanto assistindo um filme como com esse. bebi um shot de corote pra cada vez que a anastasia mordeu a boca mas se fosse pra cada vez que ela usasse uma roupa feia eu tinha dado pt com dez minutos de filme. só não dei cinco estrelas porque eles terminaram o filme sem se falar, se o avião tivesse caído teria sido melhor. eu quero comer você no meio da semana que vem, disse o padrasto da ana para o christian grey.","['deus', 'obra', 'cinematográfica', 'impecável', 'não', 'sei', 'ri', 'tanto', 'assistindo', 'filme', 'bebi', 'shot', 'corote', 'pra', 'cada', 'vez', 'anastasia', 'mordeu', 'boca', 'pra', 'cada', 'vez', 'usasse', 'roupa', 'feia', 'dado', 'pt', 'dez', 'minutos', 'filme', 'não', 'dei', 'cinco', 'estrelas', 'porque', 'terminaram', 'filme', 'sem', 'falar', 'avião', 'caído', 'sido', 'melhor', 'quero', 'comer', 'meio', 'semana', 'vem', 'disse', 'padrasto', 'ana', 'christian', 'grey']",-1.1500000000000001,-1
Fifty Shades of Grey,alrya,0.0,1,pt,queria que os dois morressem,"['queria', 'dois', 'morressem']",0.0,0
Fifty Shades of Grey,cesarbabe,1.0,0,pt,Ai q vergonha … eu n faço love .. I f@ck com força Akkakwkskkwkkwkwkwkkwkwk,"['ai', 'q', 'vergonha', '…', 'n', 'faço', 'love', '..', 'i', 'f@ck', 'força', 'akkakwkskkwkkwkwkwkkwkwk']",-1.1,-1
Fifty Shades of Grey,xflup,0.5,0,pt,"Esse ar de falar como se tivesse cansado/suando me irrita, e isso dura os 3 filmes e as cenas sexuais são implacáveis que me dão um embrulho no estômago, e não de forma boa, fui maratonar pois minha tia tinha me dito que parecia com clichê do crepúsculo e sai arrependida. Pelo menos o 2 consegue ser melhor.","['ar', 'falar', 'cansado/suando', 'irrita', 'dura', '3', 'filmes', 'cenas', 'sexuais', 'implacáveis', 'dão', 'embrulho', 'estômago', 'não', 'forma', 'boa', 'maratonar', 'pois', 'tia', 'dito', 'parecia', 'clichê', 'crepúsculo', 'sai', 'arrependida', 'menos', '2', 'consegue', 'melhor']",-2.2,-1
Fifty Shades of Grey,larabi277,0.5,0,pt,"Que filme horrível meu Deusssss, se pudesse eu dava zero estrela nessa desgraça, fiquei muito arrependida de ter perdido DUAS HORAS da minha vida nisso aqui, nem vou falar mais nada pq só de lembrar já me sobe um ódio.","['filme', 'horrível', 'deusssss', 'pudesse', 'dava', 'zero', 'estrela', 'nessa', 'desgraça', 'fiquei', 'arrependida', 'ter', 'perdido', 'duas', 'horas', 'vida', 'nisso', 'aqui', 'nem', 'vou', 'falar', 'nada', 'pq', 'lembrar', 'sobe', 'ódio']",-5.25,-1
Fifty Shades of Grey,devoidlaurel,0.0,0,pt,se fosse possível dar nota negativa eu faria isso mas vi com minhas amigas entao pelo menos casquei o bico 🙏,"['possível', 'dar', 'nota', 'negativa', 'faria', 'vi', 'amigas', 'entao', 'menos', 'casquei', 'bico', '🙏']",1.0,1
Fifty Shades of Grey,halulizz,2.5,0,pt,"Jesus cristo, o que foi isso que eu vi?","['jesus', 'cristo', 'vi']",0.0,0
Fifty Shades of Grey,hobyn,1.5,0,pt,eu precisava de algo pra assistir enquanto fazia a unha.,"['precisava', 'algo', 'pra', 'assistir', 'enquanto', 'fazia', 'unha']",0.0,0
Fifty Shades of Grey,anawouldmake,0.5,1,pt,muito bom o filme vi metade com ana clara sofia luisa e mell,"['bom', 'filme', 'vi', 'metade', 'ana', 'clara', 'sofia', 'luisa', 'mell']",1.0,1
Fifty Shades of Grey,yastrbl_,0.5,0,pt,escondam as fanfiqueiras,"['escondam', 'fanfiqueiras']",0.0,0
Fifty Shades of Grey,eujejw_,2.0,0,pt,"é o pior da trilogia, mas dá pro gasto","['pior', 'trilogia', 'dá', 'pro', 'gasto']",-1.0,-1
Fifty Shades of Grey,abajujur,2.5,0,pt,"Atuação da Dakota tá tenebrosa nesse, mas a história é ok.","['atuação', 'dakota', 'tá', 'tenebrosa', 'nesse', 'história', 'ok']",0.0,0
Fifty Shades of Grey,opabeea,3.0,0,pt,Reassistir essa porra foi engraçado kkkkkkkk,"['reassistir', 'porra', 'engraçado', 'kkkkkkkk']",1.1,1
Fifty Shades of Grey,whliviaz,1.0,0,pt,eu não faço amor… eu fodo. 🔥,"['não', 'faço', 'amor', 'fodo', '🔥']",-1.0,-1
Fifty Shades of Grey,maikaaaw,0.5,2,pt,Eu quero comer você no meio da semana que vem,"['quero', 'comer', 'meio', 'semana', 'vem']",0.0,0
Fifty Shades of Grey,ocauas,1.5,0,pt,gente que absurdo tira da minha tela,"['gente', 'absurdo', 'tira', 'tela']",0.0,0
Eragon,somora,1.5,0,pt,"Reassistindo com o Guilherme, eu percebi que esse filme é realmente um pedação de bosta. Ele me ataca a nostalgia mas definitivamente não o suficiente pra eu ignorar a má qualidade dessa parada. Certas coisas são ok, outras são bacanas, mas nada passa do medíocre; não é à toa que foi o último filme da história dos lançamentos cinematográficos mainstream a sair em VHS: ninguém queria tirar um posto meio merda de um filme pouca bosta.","['reassistindo', 'guilherme', 'percebi', 'filme', 'realmente', 'pedação', 'bosta', 'ataca', 'nostalgia', 'definitivamente', 'não', 'suficiente', 'pra', 'ignorar', 'má', 'qualidade', 'dessa', 'parada', 'certas', 'coisas', 'ok', 'outras', 'bacanas', 'nada', 'passa', 'medíocre', 'não', 'toa', 'último', 'filme', 'história', 'lançamentos', 'cinematográficos', 'mainstream', 'sair', 'vhs', 'ninguém', 'queria', 'tirar', 'posto', 'meio', 'merda', 'filme', 'pouca', 'bosta']",-2.7000000000000006,-1
Eragon,eobruni,1.0,0,pt,"Um dragão que fala, e ainda se chama SAFIRA? Por favor e","['dragão', 'fala', 'ainda', 'chama', 'safira', 'favor']",1.0,1
Eragon,biaminimo,2.0,0,pt,O que esperar de um Eragon loiro.....,"['esperar', 'eragon', 'loiro']",0.0,0
Eragon,khayawt,5.0,0,pt,"Todos odeiam, mas eu defenderei até a morte, um dos meus amores de infância","['todos', 'odeiam', 'defenderei', 'morte', 'amores', 'infância']",-1.05,-1
Eragon,guilhermerzd,2.5,0,pt,Esse filme já foi um filme muito bom para mim quando era mais novo Mas hoje ele envelheceu muito mal Bugou o filme onde estava assistindo mas já assisti umas 10 vezes quando era menor,"['filme', 'filme', 'bom', 'novo', 'hoje', 'envelheceu', 'mal', 'bugou', 'filme', 'onde', 'assistindo', 'assisti', '10', 'vezes', 'menor']",0.0,0
Eragon,blackstorms,5.0,0,pt,"honestamente, muito bom! nostalgia, um gancho perfeito pra outro filme","['honestamente', 'bom', 'nostalgia', 'gancho', 'perfeito', 'pra', 'outro', 'filme']",2.1,1
Eragon,sopsbm,3.0,0,pt,"legalzinho, so que a diva safira parece mais um grifo do que um dragão klkkk","['legalzinho', 'so', 'diva', 'safira', 'parece', 'grifo', 'dragão', 'klkkk']",-1.05,-1
Eragon,pagliaccat,0.5,0,pt,"Um clássico da categoria de filmes, Primeiro filme de franquia que matou a franquia!! Parabéns aos envolvidos.","['clássico', 'categoria', 'filmes', 'primeiro', 'filme', 'franquia', 'matou', 'franquia', 'parabéns', 'envolvidos']",0.0,0
Eragon,fbkhoda,5.0,0,pt,"Eu não dou a mínima que é uma péssima adaptação, esse filme é pura nostalgia!!!! As vezes você pode por favor não agir como um crítico renomado e apreciar as cosias que não são tão excelentes, e esse filme funciona assim.. e eu amo isso kkkkkkkk","['não', 'dou', 'mínima', 'péssima', 'adaptação', 'filme', 'pura', 'nostalgia', 'vezes', 'pode', 'favor', 'não', 'agir', 'crítico', 'renomado', 'apreciar', 'cosias', 'não', 'tão', 'excelentes', 'filme', 'funciona', 'assim', 'amo', 'kkkkkkkk']",2.3000000000000003,1
Eragon,kamiii019,3.5,0,pt,"Entretenimento puro, o ruim que ficou bom","['entretenimento', 'puro', 'ruim', 'ficou', 'bom']",2.3000000000000003,1
Eragon,olisof,3.0,0,pt,"pra um filme tão antigo até q é mt bom, a historia mt fofa, tudo mt acelerado mas segue o roteiro... porém gostei bastante","['pra', 'filme', 'tão', 'antigo', 'q', 'mt', 'bom', 'historia', 'mt', 'fofa', 'tudo', 'mt', 'acelerado', 'segue', 'roteiro', 'porém', 'gostei', 'bastante']",2.0,1
Eragon,yuumeel,3.5,0,pt,"safira, sou e pra sempre serei sua maior fã","['safira', 'pra', 'sempre', 'maior', 'fã']",1.0,1
Eragon,im_rafa,4.0,0,pt,"eu amo fantasia, amo amo amo, mds se eu pudesse eu viveria","['amo', 'fantasia', 'amo', 'amo', 'amo', 'mds', 'pudesse', 'viveria']",1.05,1
Eragon,rhodrw,1.5,0,pt,"típico filme que passa na record aos domingos depois de ""Todo mundo odeia o cris""","['típico', 'filme', 'passa', 'record', 'domingos', 'todo', 'mundo', 'odeia', 'cris']",0.0,0
Eragon,uiuclaudino,3.0,0,pt,"Ah gente nem é tão ruim assim, só poderia ser menor!! Da metade pro final pareceria que não ia acabar mais.","['ah', 'gente', 'nem', 'tão', 'ruim', 'assim', 'poderia', 'menor', 'metade', 'pro', 'final', 'pareceria', 'não', 'ia', 'acabar']",1.05,1
Eragon,emilybarboza,5.0,0,pt,Eu gosto muito por causa da memória afetiva,"['gosto', 'causa', 'memória', 'afetiva']",0.0,0
Eragon,brubxx__,2.0,0,pt,Quando eu tinha 10 anos achava tão bom...,"['10', 'anos', 'achava', 'tão', 'bom']",1.05,1
Eragon,vlcerejao,5.0,0,pt,Amo essa filme tudo pra mim,"['amo', 'filme', 'tudo', 'pra']",0.0,0
Eragon,stellabg21,5.0,0,pt,"Amo a Safira, melhor dragão da vida.","['amo', 'safira', 'melhor', 'dragão', 'vida']",1.0,1
Eragon,glvas,3.0,0,pt,"O protagonista é legal mas o Brom foi tão cativante, famoso caso do personagem secundário que se sobresai. O enredo é ok, os efeitos para a época estavam ótimos e achei a história interessante. Não foi nada muito extraordinário mas o filme nem sequer te vende isso, ele quer ser um filminho para passar o tempo e te entreter o suficiente, e ele cumpre bem isso.","['protagonista', 'legal', 'brom', 'tão', 'cativante', 'famoso', 'caso', 'personagem', 'secundário', 'sobresai', 'enredo', 'ok', 'efeitos', 'época', 'ótimos', 'achei', 'história', 'interessante', 'não', 'nada', 'extraordinário', 'filme', 'nem', 'sequer', 'vende', 'quer', 'filminho', 'passar', 'tempo', 'entreter', 'suficiente', 'cumpre', 'bem']",6.9,1
Eragon,yvessiger,3.5,1,pt,"pqp que lembrança da infancia ver isso aqui, muito bom, pena que nao teve uma continuação","['pqp', 'lembrança', 'infancia', 'ver', 'aqui', 'bom', 'pena', 'nao', 'continuação']",-1.0,-1
Eragon,lucassn7,2.0,0,pt,"Roteiro muito fraco, que não consegue deixar o filme épico, um CGI bem razoável e atuações medianas.","['roteiro', 'fraco', 'não', 'consegue', 'deixar', 'filme', 'épico', 'cgi', 'bem', 'razoável', 'atuações', 'medianas']",2.0,1
Eragon,clary_candido,2.0,0,pt,Não é tão bom quanto o livro,"['não', 'tão', 'bom', 'quanto', 'livro']",-1.0,-1
Eragon,germanovarela,2.5,0,pt,Dizem que é uma péssima adaptação mas eu nunca li os livros então não me importo.,"['dizem', 'péssima', 'adaptação', 'nunca', 'li', 'livros', 'então', 'não', 'importo']",0.0,0
Eragon,salahmarinho,4.0,0,pt,"Safira, você sempre será a dragão fêmea mais bonita e icônica das histórias de fantasia","['safira', 'sempre', 'dragão', 'fêmea', 'bonita', 'icônica', 'histórias', 'fantasia']",2.1,1
Eragon,ovicentebrito,2.5,0,pt,"Eragon possui uma premissa interessante, baseada em um universo de fantasia, mas falha em criar um vínculo real com o público. A adaptação para o cinema peca pela falta de profundidade no enredo e pela fraca caracterização dos personagens. A história se arrasta e a relação entre o protagonista e o dragão não é explorada de forma satisfatória, fazendo o filme parecer mais um passeio visual do que uma verdadeira jornada épica.","['eragon', 'possui', 'premissa', 'interessante', 'baseada', 'universo', 'fantasia', 'falha', 'criar', 'vínculo', 'real', 'público', 'adaptação', 'cinema', 'peca', 'falta', 'profundidade', 'enredo', 'fraca', 'caracterização', 'personagens', 'história', 'arrasta', 'relação', 'protagonista', 'dragão', 'não', 'explorada', 'forma', 'satisfatória', 'fazendo', 'filme', 'parecer', 'passeio', 'visual', 'verdadeira', 'jornada', 'épica']",2.8000000000000007,1
Eragon,dvd2000,2.5,0,pt,"pq tanto hate nesse filme ? nao é o melhor filme de fantasia mas tb nao é um morbius da vida, achei extremamente fofo o dragãozinho bebe","['pq', 'tanto', 'hate', 'nesse', 'filme', '?', 'nao', 'melhor', 'filme', 'fantasia', 'tb', 'nao', 'morbius', 'vida', 'achei', 'extremamente', 'fofo', 'dragãozinho', 'bebe']",1.1,1
Eragon,honey_lu,2.0,0,pt,esse acho que a sessão da tarde vai gostar,"['acho', 'sessão', 'tarde', 'vai', 'gostar']",0.0,0
Eragon,kzbiaa,4.0,0,pt,"Por mais de todos os erros desse filme, eu amo ele e queria muito uma sequência depois daquele final (e me dói sabwr que nunca vamos ter uma 😭😭😭😭)","['todos', 'erros', 'desse', 'filme', 'amo', 'queria', 'sequência', 'daquele', 'final', 'dói', 'sabwr', 'nunca', 'vamos', 'ter', '😭😭😭😭)']",-1.0,-1
Eragon,andraade,4.0,0,pt,po man foda se tem dragão nostalgia e gente bonita fodam se os haters,"['po', 'man', 'foda', 'dragão', 'nostalgia', 'gente', 'bonita', 'fodam', 'haters']",-2.0,-1
Eragon,gustavmp4,2.0,0,pt,"Cara, podia ser bom? Não sei, acho que lá no fundo, a direção não ajuda essa história que nem é lá grande coisa, no fim fica tudo beeem mais ou menos, e as partes ruins sobressaem as boas, 1 quarto de coisas legais e divertidas pra 3 de só ruim mesmo.","['cara', 'podia', 'bom', 'não', 'sei', 'acho', 'lá', 'fundo', 'direção', 'não', 'ajuda', 'história', 'nem', 'lá', 'grande', 'coisa', 'fim', 'fica', 'tudo', 'beeem', 'menos', 'partes', 'ruins', 'sobressaem', 'boas', '1', 'quarto', 'coisas', 'legais', 'divertidas', 'pra', '3', 'ruim']",1.1,1
Eragon,ionlywearblue,3.0,0,pt,"Nada grandioso, mas a história é bem legal e envolvente (definitivamente vou ler os livros para descobrir os detalhes que claramente ficaram faltando nessa adaptação). Achei o Eragon e a Safira muito queridos, e a conexão entre eles foi ótima de acompanhar. Ah, um quarto de bravura, três quartos de idiotice!","['nada', 'grandioso', 'história', 'bem', 'legal', 'envolvente', 'definitivamente', 'vou', 'ler', 'livros', 'descobrir', 'detalhes', 'claramente', 'ficaram', 'faltando', 'nessa', 'adaptação', 'achei', 'eragon', 'safira', 'queridos', 'conexão', 'ótima', 'acompanhar', 'ah', 'quarto', 'bravura', 'três', 'quartos', 'idiotice']",6.500000000000002,1
Eragon,estergomes,5.0,0,pt,"Muito bom, mas tinha que ter continuação","['bom', 'ter', 'continuação']",1.0,1
Eragon,hugokog,1.0,0,pt,"Gostei porém saí levemente decepcionado Atuações ótimas, fotografia, trilha sonora, figurino tudo bem feito digno de um filme dessa magnitude, Minha decepção está relacionada aos temas e como eles são representados Achei tudo muito explicito faltou uma delicadeza (sim no filme chamado brutalista) ao tratar da exploração de imigrantes, a compra de material intelectual por uma burguesia em ascensão, trauma pós guerra e religião. Todos os temas estão lá e são jogados em nós com tanta clareza com tantos pingos nos is que não deixa nada para reflexão,","['gostei', 'porém', 'saí', 'levemente', 'decepcionado', 'atuações', 'ótimas', 'fotografia', 'trilha', 'sonora', 'figurino', 'tudo', 'bem', 'feito', 'digno', 'filme', 'dessa', 'magnitude', 'decepção', 'relacionada', 'temas', 'representados', 'achei', 'tudo', 'explicito', 'faltou', 'delicadeza', 'sim', 'filme', 'chamado', 'brutalista', 'tratar', 'exploração', 'imigrantes', 'compra', 'material', 'intelectual', 'burguesia', 'ascensão', 'trauma', 'pós', 'guerra', 'religião', 'todos', 'temas', 'lá', 'jogados', 'tanta', 'clareza', 'tantos', 'pingos', 'is', 'não', 'deixa', 'nada', 'reflexão']",4.6000000000000005,1
Eragon,bel4,3.0,0,pt,Esperava mais...,['esperava'],0.0,0
Eragon,pipifilme,3.0,0,pt,"Memória afetiva, qria ter um filho com esse nome","['memória', 'afetiva', 'qria', 'ter', 'filho', 'nome']",0.0,0
Eragon,s0ph1a__,3.0,0,pt,filme td xoxo de produção atuação e afins mas achei mTO divertido ok amo dragões .,"['filme', 'td', 'xoxo', 'produção', 'atuação', 'afins', 'achei', 'mto', 'divertido', 'ok', 'amo', 'dragões', '.']",3.0,1
Eragon,alanavbp,1.5,0,pt,"""Eu sempre digo que é melhor pedir perdão do que permissão."" Não li o livro, então não sei se é uma boa adaptação, mas posso apostar que não é. Não que seja de todo ruim, o cgi não é dos piores e tem muita vibe se filme da seção da tarde, mas ele em si é um filme muito fraquinho😅😬🐉⚔️","['sempre', 'digo', 'melhor', 'pedir', 'perdão', 'permissão', 'não', 'li', 'livro', 'então', 'não', 'sei', 'boa', 'adaptação', 'posso', 'apostar', 'não', 'não', 'todo', 'ruim', 'cgi', 'não', 'piores', 'muita', 'vibe', 'filme', 'seção', 'tarde', 'filme', 'fraquinho']",5.25,1
Eragon,siqueiragio,4.5,0,pt,Um fazendeiro orfã achando uma pílula gigante no meio da floresta foi um filme mt bom,"['fazendeiro', 'orfã', 'achando', 'pílula', 'gigante', 'meio', 'floresta', 'filme', 'mt', 'bom']",1.0,1
Eragon,gbizoni,4.0,0,pt,"Lembro de ter assistido esse filme no cinema e ter ficado absolutamente DESLUMBRADO por essa fantasia. Hoje decidi rever para ter a certeza se o filme era realmente bom ou era só nostalgia. E o filme se sustenta muito bem, inclusive acho muito marcante que esse filme consegue ser fantasioso de um jeito que hoje não se vê mais em Hollywood. Consegue criar uma atmosfera de fantasia e descoberta de forma bem simples e direta, algo que acredito não ter fisgado muita gente. Estou na trincheira por esse filme!","['lembro', 'ter', 'assistido', 'filme', 'cinema', 'ter', 'ficado', 'absolutamente', 'deslumbrado', 'fantasia', 'hoje', 'decidi', 'rever', 'ter', 'certeza', 'filme', 'realmente', 'bom', 'nostalgia', 'filme', 'sustenta', 'bem', 'inclusive', 'acho', 'marcante', 'filme', 'consegue', 'fantasioso', 'jeito', 'hoje', 'não', 'vê', 'hollywood', 'consegue', 'criar', 'atmosfera', 'fantasia', 'descoberta', 'forma', 'bem', 'simples', 'direta', 'algo', 'acredito', 'não', 'ter', 'fisgado', 'muita', 'gente', 'trincheira', 'filme']",3.750000000000001,1
Eragon,fernandarfarias,3.5,0,pt,"Mesmo com ressalvas a se fazer, tenho um apego emocional com esse filme. Podia ter sido uma boa trilogia se melhor trabalhado, mas enfim. Esquecido no churrasco, mas não no meu coração amo amo amo","['ressalvas', 'fazer', 'apego', 'emocional', 'filme', 'podia', 'ter', 'sido', 'boa', 'trilogia', 'melhor', 'trabalhado', 'enfim', 'esquecido', 'churrasco', 'não', 'coração', 'amo', 'amo', 'amo']",3.3000000000000003,1
Eragon,chalamettalk,2.5,0,pt,é assim q eu imagino meu marido jase ballenger,"['assim', 'q', 'imagino', 'marido', 'jase', 'ballenger']",0.0,0
Eragon,marzeluz,5.0,0,pt,"amo absolutamente tudo nesse filme, é um dos meus filmes de fantasia favoritos:) Infelizmente não teve continuação dos outros livros:(","['amo', 'absolutamente', 'tudo', 'nesse', 'filme', 'filmes', 'fantasia', 'favoritos', 'infelizmente', 'não', 'continuação', 'outros', 'livros']",1.1,1
Eragon,ashelandre,1.0,0,pt,imaginem não seguir o livro minimamente bem e misturarem tudo...,"['imaginem', 'não', 'seguir', 'livro', 'minimamente', 'bem', 'misturarem', 'tudo']",-1.05,-1
Eragon,carolsarachini,5.0,0,pt,desde 2016 aguardando a parte 2 e 3 fé,"['desde', '2016', 'aguardando', 'parte', '2', '3', 'fé']",1.05,1
Eragon,selphinir,1.0,0,pt,Não sei nem o que dizer,"['não', 'sei', 'nem', 'dizer']",0.0,0
Eragon,caishii,4.0,0,pt,Preciso ver dnv. Lembro quase nd Filme pika,"['preciso', 'ver', 'dnv', 'lembro', 'quase', 'nd', 'filme', 'pika']",0.0,0
Eragon,litaruga,3.0,0,pt,Achei que se pronunciava Éragon. Na verdade é Erágon. 😞,"['achei', 'pronunciava', 'éragon', 'verdade', 'erágon', '😞']",1.0,1
Eragon,stwrset,3.0,0,pt,gosto da saphira e tem uma musica da avril lavigne...,"['gosto', 'saphira', 'musica', 'avril', 'lavigne']",0.0,0
Eragon,jgaab,1.5,0,pt,"O filme desmerece toda a história do livro. Estou lendo o livro e fiquei curioso em assistir o filme e ter uma visão mais ampla do mundo de Carvahall mas me decepcionei amargamente. O filme eragon lançado em 2006 é uma adaptação do livro de mesmo nome nos trás eragon, um jovem fazendeiro de 17 anos que acaba encontrando um ovo de dragão enviado por uma elfa e desde o nascimento de seu dragão, safira, eragon enfreta inimigos que os…","['filme', 'desmerece', 'toda', 'história', 'livro', 'lendo', 'livro', 'fiquei', 'curioso', 'assistir', 'filme', 'ter', 'visão', 'ampla', 'mundo', 'carvahall', 'decepcionei', 'amargamente', 'filme', 'eragon', 'lançado', '2006', 'adaptação', 'livro', 'nome', 'trás', 'eragon', 'jovem', 'fazendeiro', '17', 'anos', 'acaba', 'encontrando', 'ovo', 'dragão', 'enviado', 'elfa', 'desde', 'nascimento', 'dragão', 'safira', 'eragon', 'enfreta', 'inimigos']",-2.900000000000001,-1
Eragon,pinheirocaio20,3.0,0,pt,não consigo não gostar desse 😭,"['não', 'consigo', 'não', 'gostar', 'desse', '😭']",0.0,0
